"id","title","body","created_at","closed_at","days_to_close","issue_priority","milestone","author_name","user_atribute_to_resolve_issue","issue_classification"
277,"RuntimeError: CUDA error: device-side assert triggered","/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1320,0,0], thread: [102,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1586,0,0], thread: [44,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1187,0,0], thread: [3,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1231,0,0], thread: [36,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1453,0,0], thread: [73,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1098,0,0], thread: [65,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1497,0,0], thread: [106,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1142,0,0], thread: [98,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
/opt/conda/conda-bld/pytorch_1556653114079/work/aten/src/ATen/native/cuda/IndexKernel.cu:53: lambda ->auto::operator()(int)->auto: block: [1364,0,0], thread: [7,0,0] Assertion index >= -sizes[i] && index < sizes[i] && ""index out of bounds"" failed.
Traceback (most recent call last):
File ""train.py"", line 130, in
main()
File ""train.py"", line 120, in main
log_interval = cfg.log_config.interval
File ""/media/adas/File/wdx/dianyun/SA-SSD/tools/train_utils/init.py"", line 95, in train_model
log_interval = log_interval
File ""/media/adas/File/wdx/dianyun/SA-SSD/tools/train_utils/init.py"", line 57, in train_one_epoch
outputs = batch_processor(model, data_batch)
File ""/media/adas/File/wdx/dianyun/SA-SSD/tools/train_utils/init.py"", line 29, in batch_processor
losses = model(**data)
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 493, in call
result = self.forward(*input, **kwargs)
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/parallel/data_parallel.py"", line 150, in forward
return self.module(*inputs[0], **kwargs[0])
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 493, in call
result = self.forward(*input, **kwargs)
File ""/media/adas/File/wdx/dianyun/SA-SSD/mmdet/models/detectors/base.py"", line 79, in forward
return self.forward_train(img, img_meta, **kwargs)
File ""/media/adas/File/wdx/dianyun/SA-SSD/mmdet/models/detectors/single_stage.py"", line 83, in forward_train
(x, conv6), point_misc = self.neck(vx, ret['coordinates'], batch_size)
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/modules/module.py"", line 493, in call
result = self.forward(*input, **kwargs)
File ""/media/adas/File/wdx/dianyun/SA-SSD/mmdet/models/necks/cmn.py"", line 109, in forward
x = x.dense()
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/spconv/init.py"", line 73, in dense
res = scatter_nd(self.indices.long(), self.features, output_shape)
File ""/home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/spconv/init.py"", line 41, in scatter_nd
ret[slices] = updates.view(*output_shape)
RuntimeError: CUDA error: device-side assert triggered
terminate called after throwing an instance of 'c10::Error'
what(): CUDA error: device-side assert triggered (insert_events at /opt/conda/conda-bld/pytorch_1556653114079/work/c10/cuda/CUDACachingAllocator.cpp:564)
frame #0: c10::Error::Error(c10::SourceLocation, std::string const&) + 0x45 (0x7fc6cd77bdc5 in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libc10.so)
frame #1: + 0x14792 (0x7fc6ca692792 in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libc10_cuda.so)
frame #2: c10::TensorImpl::release_resources() + 0x50 (0x7fc6cd76b640 in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libc10.so)
frame #3: + 0x3067fb (0x7fc6cadb27fb in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libtorch.so.1)
frame #4: + 0x14019b (0x7fc6fc79819b in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libtorch_python.so)
frame #5: + 0x3bfc84 (0x7fc6fca17c84 in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libtorch_python.so)
frame #6: + 0x3bfcd1 (0x7fc6fca17cd1 in /home/adas/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/lib/libtorch_python.so)

frame #24: __libc_start_main + 0xf0 (0x7fc70c3cf830 in /lib/x86_64-linux-gnu/libc.so.6)

已放弃 (核心已转储)
","2020-05-06","2020-05-07","1","priorized",NULL,"wdxpython","ssnl","OTHERS"
278,"[DISCUSSION] Stop exposing FutureMessage to Python land","Currently `FutureMessage` is used in several places:

1. `rpc_async` returns a `FutureMessage` object and we expose it as `torch.distributed.rpc.Future`. From applications perspective, they are expecting a `py::object` instead of a `Message`, and we do the conversion in the `Future.wait()` pybind method.
2. RPC autograd profiler takes `FutureMessage` and installs callbacks to it. The profiler actually only need a `Future<T>` and does not care what `T` is. (learnt from @rohan-varma)
3. `OwnerRRef` exposes a `getFuture()` API which returns a `FutureMessage`. This `FutureMessage` will be marked completed when the value referenced by the `OwnerRRef` is ready. `OwnerRRef` does not need it to be a Message type either, it actually creates an empty `Message` to mark the `Future`.

The above places are using `FutureMessage`, but they don't really need a `Message`, and `Message` is a communication layer type that applications or profiler or the RRef shouldn't be aware of. I was thinking about exposing an `FuturePyObj` and make `FutureMessage` a comm layer only type. The `FutureMessage` can mark `FuturePyObj` as completed when the message is ready. After a short discussion with the team, @xush6528 mentioned that `Future<IValue>` might be a better option as 1) IValue can hold `py::object` 2) it will make it easier to merge with jit Future.

Another motivation for making this change is that for async RPC UDF #36071, we are going to allow application to call `markCompleted` in Python. If we still use `FutureMessage`, then in the `markCompleted` pybind function, it needs to convert the provided `py::object` into a specific message type, which is leaking communication layer code to pybind functions. Even if this is doable, we will have two entities (RPC agent and pybind Python frontend) accessing the same request callback logic. This is too messy. 

I am going to try @xush6528's suggestion to replace `FutureMessage` with `Future<IValue>` in layers above comm layer. Please comment if you have concerns/questions/suggestions.

cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @gqchen @aazzolini @rohan-varma @xush6528 @jjlilley @osalpekar","2020-04-28","2020-04-29","1","priorized",NULL,"mrshenli","mrshenli","OTHERS"
279,"Deprecation warnings appear inconsistently","Today in PyTorch our deprecation warnings sometimes use the TORCH_WARN macro and other times the TORCH_WARN_ONCE macro, creating inconsistent behavior. This issue is to discuss what behavior deprecation warnings should have. Two suggestions are:

- They should always warn once. Users complain of excessive warnings and they can spam logs. 
- They should always warn. Ensuring users see deprecation warnings is important, and users should address deprecated functionality to silence the warnings.

Although there may be reasonable schemes that sometimes warn and other times warn once.

The issue that prompted this discussion is https://github.com/pytorch/pytorch/issues/37065, which provides additional context on the user experience. 

cc @ngimel, @ilia-cher, @dzhulgakov, @gchanan","2020-04-26","2021-08-31","492","priorized",NULL,"Mike Ruberry","dzhulgakov","OTHERS"
280,"Seemingly unused functions of TH: THDiskFile.h","Seems all functions inside are unused","2020-04-21","2020-05-11","20","priorized",NULL,"Vadim Kantorov","ngimel","OTHERS"
281,"check-doxygen.sh suppress stderr output even when the command fails","Steps to reproduce:
1. Run `docs/cpp/source/check-doxygen.sh` without having doxygen present on your system

Expected result: error message saying doxygen is not supported

Actual result:
```       
+ popd                                                                                                                                            
~/local/pytorch-tmp                                                                                                                               
+ doxygen                                                                                                                                         
(/home/ezyang/local/pytorch-tmp-env) [ezyang@devvm066.ash0 ~/local/pytorch-tmp]
```","2020-04-20","2020-05-19","29","priorized",NULL,"Edward Z. Yang","Edward Z. Yang","OTHERS"
282,"refactor test/quantization/test_backward_compatibility.py with bundled_inputs","We have support for bundled inputs in
https://github.com/pytorch/pytorch/blob/master/torch/utils/bundled_inputs.py#L17
PR: https://github.com/pytorch/pytorch/pull/35631
we can refactor the backward_compatibility tests to use this.

cc @jerryzh168 @jianyuh @dzhulgakov @raghuramank100 @jamesr66a","2020-04-20","2023-11-17","1306","priorized",NULL,"Jerry Zhang","andrewor14","PROJECT PATTERNS"
283,"Retire torch/cuda/nccl.py","While investigating #36870, I just realized that there is another implementation to wrap NCCL APIs in `pytorch/torch/cuda/nccl.py` added > 2 years ago. These set of APIs are not tests or documented. We probably should just get rid of them.

cc @ngimel @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @xush6528 @osalpekar","2020-04-20","2020-05-07","17","priorized",NULL,"mrshenli","ngimel","OTHERS"
284,"Make test_distributed use MultiProcessingTestCase and enable spawn mode","## 🚀 Feature
The tests in `test_distributed.py` currently have their own setup for multiprocessing and that has already resulted in some unforseen issues such as https://github.com/pytorch/pytorch/pull/36542. The rest of our distributed and RPC tests use the methods defined in `common_distributed.py`, so we should move test_distributed to do this too. 

We should then use this tooling to enable spawn mode for these tests, which will give us TSAN coverage.


cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @xush6528 @osalpekar","2020-04-15","2020-10-01","169","priorized",NULL,"Rohan Varma","rohan-varma","SOFTWARE ARCHITECTURE, PROJECT PATTERNS"
285,"quantized::batch_norm2d should exist","Currently it is only referencible as quantized::batch_norm (which is asymmetric with how the 3d naming works)

cc @jerryzh168 @jianyuh @dzhulgakov @raghuramank100 @jamesr66a","2020-04-13","2020-04-14","1","priorized",NULL,"Edward Z. Yang","supriyar","SOFTWARE ARCHITECTURE, PATTERNS AND ARCHITECTURAL STYLES"
286,"quantized::conv2d and variants don't have explicit schema","```
    c10::RegisterOperators()
        .op(""quantized::conv2d"",
            c10::RegisterOperators::options().kernel<QConvInt8<2, false>>(
                DispatchKey::QuantizedCPU))
        .op(""_quantized::conv2d"",
            c10::RegisterOperators::options().kernel<QConvInt8<2, false>>(
                DispatchKey::QuantizedCPU))
        .op(""quantized::conv2d_relu"",
            c10::RegisterOperators::options().kernel<QConvInt8<2, true>>(
                DispatchKey::QuantizedCPU))
        .op(""_quantized::conv2d_relu"",
            c10::RegisterOperators::options().kernel<QConvInt8<2, true>>(
                DispatchKey::QuantizedCPU))
        .op(""quantized::conv3d"",
            c10::RegisterOperators::options().kernel<QConvInt8<3, false>>(
                DispatchKey::QuantizedCPU))
        .op(""quantized::conv3d_relu"",
            c10::RegisterOperators::options().kernel<QConvInt8<3, true>>(
                DispatchKey::QuantizedCPU));
```

While omitting the schema is a reasonable thing that can be done for user-defined operators, all operators in core PyTorch should have explicit schema.

cc @jerryzh168 @jianyuh @dzhulgakov @raghuramank100 @jamesr66a","2020-04-13","2020-04-17","4","priorized",NULL,"Edward Z. Yang","ezyang","SOFTWARE ARCHITECTURE, PATTERNS AND ARCHITECTURAL STYLES"
287,"Thread Joining Consistency in RPC Agent","Currently, `ProcessGroupAgent` and `ThriftRpcAgent` join their background threads and clean up state in their `shutdown` functions, whereas their parent class `RpcAgent` joins its background threads in a `cleanup` function that is only called by the destructor. 

Additionally, the atomic variable indicating whether or not the RPC Agent is running is set by the RPC Agent but unset by the derived classes in their `shutdown` function. The thread joining inconsistency causes a thread leak exposed by TSAN, where the `RpcAgent` destructor isn't properly called (I've verified this through logging). 

A more consistent shutdown implementation would be similar to how `start` works, as follows:
* `RpcAgent` implements `shutdown` and derived classes override the pure virtual `shutdownImpl`
* `RpcAgent::shutdown` cleans up generic state, unsets the atomic running variable, and calls the derived class `shutdownImpl`
* Derived classes clean up backend-specific state in their `shutdownImpl` implementations. We do not enforce how the derived classes implement this (no need to unset atomic)
* `RpcAgent` destructor only calls `shutdown` if the running atomic is set to True

With the above, the user facing API is still `shutdown`. It fixes the TSAN issues with thread joining, and also works in edge cases like `test_duplicate_names` where the `RpcAgent` object is constructed but `ProcessGroupAgent` is not.


cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @xush6528 @osalpekar @jjlilley","2020-04-08","2020-04-09","1","priorized",NULL,"Omkar Salpekar","osalpekar","OTHERS"
288,"Only Schedule Retries when RPC Agent is not shutdown","Currently, RPC retries can be scheduled even after the RPC Agent has been shutdown. https://github.com/pytorch/pytorch/pull/35263 handles errors if a send attempt is made for a retriable RPC, but an additional guard to not even schedule retries could be helpful.

This is safe because the guard will depend on the `rpcAgentRunning_` atomic. Even if the atomic is toggled to false right after scheduling: 
1. If the retry thread is processing retries, #35263 will ensure that performing sends when the agent is shutdown is handled gracefully.
1. If the retry thread is not processing retries (sleeping), then the retry function will simply return upon waking up and not process any further retries (https://github.com/pytorch/pytorch/blob/master/torch/csrc/distributed/rpc/rpc_agent.cpp#L85).

cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @gqchen @aazzolini @rohan-varma @xush6528 @jjlilley @osalpekar","2020-04-01","2020-05-05","34","priorized",NULL,"Omkar Salpekar","osalpekar","SOFTWARE ARCHITECTURE, PROJECT PATTERNS"
289,"torch.onnx.export Pad ops with ONNX opset 11","## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->

I don't know if this is a bug exactly, but between ONNX opset 10 and 11, there was a change to Pad ops making the `pads` an `input` to the node instead of an `attribute`.

This causes the ONNX graphs exported from PyTorch to be pretty complicated, and `torch.onnx.export(model, ..., do_constant_folding=True)` doesn't provide much help to simplify it.

However,[onnx-simplifier](https://github.com/daquexian/onnx-simplifier) does do a good job of simplifying the model back into a single Pad node.

The complex models generated by `torch.onnx.export(..., opset_version=11)` are causing some issues with the TensorRT ONNX parser.

There's one sample issue that discusses the problem a bit more, and that's where the sample code is below is taken from: https://github.com/NVIDIA/TensorRT/issues/439

## To Reproduce

Steps to reproduce the behavior:

1. Run the following code snippet with `OPSET=10`
2. Run the following code snippet with `OPSET=11`
3. Observe the difference between the generated ONNX graphs.

```python
import onnx
import argparse
import torch
import torch.nn as nn

OPSET = 10
# OPSET = 11

class MinimalModel(nn.Module):
    def __init__(self):
        super(MinimalModel, self).__init__()
        self.constant_zero_pad = nn.ConstantPad2d((1, 0, 0, 0), 0)

    def forward(self, input_tensor):
        return self.constant_zero_pad(input_tensor)

if __name__ == ""__main__"":
    parser = argparse.ArgumentParser(description='PSMNet')
    parser.add_argument('output_onnx')
    args = parser.parse_args()

    minimal_model = MinimalModel()
    minimal_model = nn.DataParallel(minimal_model)
    minimal_model.cuda()

    # Random deep feature
    input_tensor = torch.rand((1, 32, 128, 128))
    # Check model can do a forward pass
    minimal_model(input_tensor)
    # Export to onnx
    torch.onnx.export(
        minimal_model.module,
        (input_tensor),
        args.output_onnx,
        export_params=True, verbose=True, training=False, opset_version=OPSET
    )

    original_model = onnx.load(args.output_onnx)
    onnx.checker.check_model(original_model)
```

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

I expect a simple ONNX graph with a INPUT -> PAD -> OUTPUT when exporting the above model with `torch.onnx.export(..., onnx_opset=11)`

## Environment

 - PyTorch Version (e.g., 1.0): 1.4
 - OS (e.g., Linux): Ubuntu 18.04
 - How you installed PyTorch (`conda`, `pip`, source): pip
 - Python version: 3.6
 - CUDA/cuDNN version: 10.1/7.6
 - GPU models and configuration: V100
 - Any other relevant information: 

## Additional context

Model exported with ONNX Opset 10

![model-opset10](https://user-images.githubusercontent.com/21284872/77710946-c9cd4900-6f8c-11ea-93e0-0a8954f32697.PNG)

Model exported with ONNX Opset 11 + `do_constant_folding=True`

![model-constant-folding-opset11](https://user-images.githubusercontent.com/21284872/77710947-cb970c80-6f8c-11ea-8f4e-25af2612862f.PNG)


<!-- Add any other context about the problem here. -->


cc @suo @houseroad @spandantiwari @lara-hdr @BowenBao @neginraoof","2020-03-26","2023-07-15","1206","priorized",NULL,"Ryan McCormick","ahangchen","OTHERS"
